_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,affability,affabilitycountry,africanm,africanmcountry,africanw,africanwcountry,age,americanm,americanmcountry,americanw,americanwcountry,eastasianm,eastasianmcountry,eastasianw,eastasianwcountry,emotionalsensitivity,emotionalsensitivitycountry,health,healthcountry,humor,humorcountry,intelligence,intelligencecountry,middleeasternm,middleeasternmcountry,middleeasternw,middleeasternwcountry,orientation,physicalattractiveness,physicalattractivenesscountry,socialstatus,socialstatuscountry,southasianm,southasianmcountry,southasianw,southasianwcountry,wealth,wealthcountry,what_country_do_you_live_in,your_ethnicity,yourgender,affability_gold,affabilitycountry_gold,africanm_gold,africanmcountry_gold,africanw_gold,africanwcountry_gold,americanm_gold,americanmcountry_gold,americanw_gold,americanwcountry_gold,eastasianm_gold,eastasianmcountry_gold,eastasianw_gold,eastasianwcountry_gold,emotionalsensitivity_gold,emotionalsensitivitycountry_gold,gender,health_gold,healthcountry_gold,humor_gold,humorcountry_gold,intelligence_gold,intelligencecountry_gold,middleeasternm_gold,middleeasternmcountry_gold,middleeasternw_gold,middleeasternwcountry_gold,physicalattractiveness_gold,physicalattractivenesscountry_gold,region,socialstatus_gold,socialstatuscountry_gold,southasianm_gold,southasianmcountry_gold,southasianw_gold,southasianwcountry_gold,url,wealth_gold,wealthcountry_gold
939617249,4/28/16 1:10,1970649673,4/28/16 1:08,FALSE,cotter,0.5636,37192826,USA,TX,Austin,70.195.196.33,7,5,,,4,2,31-45,,,4,2,,,4,3,7,7,6,7,7,5,7,4,,,4,2,Women,6,7,1,6,,,4,2,3,5,USA,Latino/Hispanic,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 1:15,1970651209,4/28/16 1:12,FALSE,neodev,0.45,22463694,IND,19,Bangalore,117.192.128.69,7,7,,,5,5,18-24,,,5,5,,,5,5,6,7,7,7,6,6,7,6,,,5,5,Women,6,6,7,6,,,5,5,6,6,India,South Asian,Female,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 1:21,1970653759,4/28/16 1:18,FALSE,clixsense,0.4769,33912757,IND,28,Kolkata,150.129.126.216,6,6,,,4,4,18-24,,,5,5,,,5,5,6,7,7,7,6,7,7,7,,,4,4,Women,6,7,6,7,,,4,4,6,6,India,East Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 1:24,1970654701,4/28/16 1:21,FALSE,neodev,0.5385,11005784,IND,25,Villupuram,117.248.22.154,6,5,,,3,3,31-45,,,3,4,,,4,4,4,5,6,5,6,5,6,5,,,3,3,Women,5,5,6,4,,,3,4,7,5,India,South Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 1:34,1970658613,4/28/16 1:32,FALSE,instagc,0.4933,17533961,USA,OH,Massillon,24.140.102.105,4,4,,,4,3,31-45,,,2,2,,,3,4,5,5,3,4,6,5,7,4,,,3,3,Women,2,5,2,2,,,3,2,2,4,USA,White,Female,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 1:39,1970660671,4/28/16 1:33,FALSE,neodev,0.325,21716401,IND,25,Coimbatore,117.203.76.175,2,3,2,2,,,31-45,4,4,,,3,3,,,5,5,3,4,6,5,6,5,4,4,,,Men,5,5,5,6,4,4,,,5,5,India,East Asian,Female,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 1:45,1970663250,4/28/16 1:39,FALSE,prodege,0.2824,6309240,USA,CA,San Diego,76.167.68.73,7,6,4,5,,,46-60,4,5,,,4,4,,,6,6,7,7,7,6,7,6,5,5,,,Men,6,7,4,6,4,4,,,5,7,USA,East Asian,Female,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 1:49,1970665161,4/28/16 1:40,FALSE,clixsense,0.5444,31044098,IND,7,Delhi,103.224.144.248,5,5,,,3,3,31-45,,,4,4,,,3,3,6,6,6,5,5,2,6,2,,,4,4,Women,5,6,6,6,,,3,3,2,5,India,South Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 1:57,1970668527,4/28/16 1:52,FALSE,prodege,0.4,36468960,USA,MI,Grand Rapids,99.44.180.44,4,4,3,2,,,31-45,2,4,,,2,2,,,6,3,5,2,3,5,4,2,3,3,,,Men,6,5,1,5,2,2,,,1,6,USA,White,Female,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 2:01,1970670170,4/28/16 1:58,FALSE,neodev,0.35,37415218,USA,VA,Manassas,207.244.72.228,5,4,,,3,3,18-24,,,4,4,,,4,4,5,5,7,7,7,7,6,5,,,2,3,Women,5,5,5,5,,,3,3,5,7,USA,Latino/Hispanic,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 2:07,1970672511,4/28/16 1:56,FALSE,clixsense,0.3,37126773,IND,2,Hyderabad,183.82.196.181,2,2,3,1,,,25-30,4,4,,,3,4,,,6,7,3,3,5,6,6,6,4,5,,,Men,7,7,5,7,5,4,,,6,7,India,East Asian,Female,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 2:07,1970672563,4/28/16 2:02,FALSE,clixsense,0.4636,35919277,IND,19,Bangalore,43.247.156.26,5,6,,,4,3,18-24,,,4,5,,,4,5,4,6,6,7,5,4,6,5,,,4,3,Women,4,6,4,7,,,3,4,2,6,India,East Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 2:07,1970672567,4/28/16 2:01,FALSE,clixsense,0.513,17604007,IND,33,Nuvem,117.215.52.7,2,2,,,5,5,31-45,,,5,3,,,5,5,6,2,3,3,6,7,7,5,,,5,5,Women,7,5,7,5,,,5,5,6,7,India,East Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 2:22,1970679533,4/28/16 2:18,FALSE,points2shop,0.487,19798828,IND,19,Bangalore,122.172.18.156,5,5,,,3,3,18-24,,,3,3,,,4,4,5,5,5,5,6,5,7,5,,,3,2,Women,5,5,5,5,,,3,3,5,5,India,South Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 2:33,1970685257,4/28/16 2:29,FALSE,clixsense,0.472,33214495,IND,36,Ghaziabad,101.60.207.135,6,7,,,1,2,25-30,,,3,3,,,5,4,7,6,5,6,5,6,7,6,,,2,1,Women,6,5,6,4,,,4,5,5,6,India,East Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 2:50,1970693103,4/28/16 2:44,FALSE,neodev,0.4846,37007355,USA,IL,Chicago,69.175.85.2,5,4,,,1,1,18-24,,,3,3,,,2,2,6,4,5,5,5,6,6,5,,,4,3,Women,5,6,5,4,,,2,2,4,4,USA,White,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 2:53,1970694491,4/28/16 2:46,FALSE,neodev,0.4667,32788271,IND,36,Noida,115.249.137.177,5,5,,,1,1,46-60,,,1,1,,,4,4,5,5,5,5,5,5,5,5,,,1,1,Women,5,5,5,5,,,1,1,5,5,India,East Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 2:53,1970694714,4/28/16 2:39,FALSE,clixsense,0.4214,15602965,TUR,68,Ankara,85.110.152.177,6,7,,,4,2,18-24,,,5,3,,,4,2,7,4,6,7,6,2,6,1,,,1,3,Women,5,6,6,7,,,1,3,5,7,Turkey,White,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 3:02,1970698468,4/28/16 3:00,FALSE,neodev,0.3379,31613324,USA,IL,Mchenry,24.12.122.13,4,4,3,3,,,31-45,3,3,,,2,2,,,4,4,4,4,6,4,4,5,3,3,,,Men,4,4,4,4,2,2,,,4,4,USA,White,Female,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 3:09,1970701584,4/28/16 2:58,FALSE,gifthunterclub,0.5333,15526782,IND,16,Thane,103.248.28.1,6,7,,,3,4,31-45,,,5,4,,,4,3,7,6,7,6,6,7,7,7,,,3,4,Women,7,7,6,7,,,4,3,6,7,India,East Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 3:11,1970702626,4/28/16 2:41,FALSE,neodev,0.5226,37030209,IND,,,1.187.160.234,4,5,,,1,1,18-24,,,3,3,,,4,4,4,5,4,5,4,5,4,4,,,4,4,Women,5,3,5,3,,,2,2,4,5,India,South Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 3:16,1970705030,4/28/16 3:11,FALSE,clixsense,0.3438,6335090,USA,KY,Nicholasville,174.130.236.23,7,7,3,3,,,31-45,3,3,,,4,4,,,7,7,7,7,7,7,7,5,4,3,,,Men,7,6,6,5,4,4,,,5,6,USA,White,Female,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 3:19,1970706635,4/28/16 3:11,FALSE,clixsense,0.4424,34008903,IND,35,Dewas,27.58.19.189,2,2,2,1,,,31-45,4,4,,,5,4,,,4,6,3,3,7,6,6,7,4,3,,,Men,6,5,7,6,2,1,,,5,7,India,South Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 3:24,1970709188,4/28/16 3:19,FALSE,clixsense,0.5471,36101730,IND,13,Thrissur,117.242.74.98,5,4,,,2,1,31-45,,,2,2,,,4,3,6,3,5,4,6,6,5,6,,,2,3,Women,4,3,3,2,,,5,5,5,3,India,South Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 3:25,1970709833,4/28/16 3:22,FALSE,instagc,0.44,15577915,USA,IL,Waltonville,208.70.36.12,6,4,,,2,4,46-60,,,3,4,,,4,3,7,4,7,6,7,4,6,4,,,3,2,Women,6,7,4,7,,,3,3,4,7,USA,White,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 3:26,1970710474,4/28/16 3:24,FALSE,clixsense,0.4056,34458639,IND,7,Delhi,120.59.177.240,7,6,,,5,4,25-30,,,4,5,,,5,4,6,7,7,7,6,7,7,6,,,4,5,Women,7,6,7,6,,,4,5,6,6,India,East Asian,Female,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 3:32,1970712788,4/28/16 3:21,FALSE,elite,0.3351,36871506,USA,CA,San Jose,50.118.198.154,2,2,,,2,3,25-30,,,4,5,,,4,5,6,5,3,3,5,5,5,3,,,1,1,Women,4,6,2,3,,,2,3,2,4,USA,White,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 3:50,1970722912,4/28/16 3:46,FALSE,prodege,0.3737,32872435,IND,,,45.127.71.148,7,7,3,3,,,31-45,3,3,,,4,4,,,7,6,7,6,7,6,7,5,4,4,,,Men,7,7,6,7,4,4,,,6,7,India,East Asian,Female,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 4:13,1970734196,4/28/16 4:05,FALSE,listia,0.2821,31520861,USA,HI,Waianae,72.234.46.124,2,2,1,1,,,46-60,3,3,,,2,3,,,6,6,3,3,5,5,6,7,4,4,,,Men,6,5,5,5,3,3,,,5,5,USA,White,Female,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 4:24,1970739893,4/28/16 4:21,FALSE,clixsense,0.53,30960064,IND,13,Trivandrum,117.241.56.208,6,6,,,3,3,31-45,,,4,4,,,4,4,6,6,6,6,6,6,6,6,,,4,4,Women,6,6,6,6,,,4,4,6,6,India,South Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 4:32,1970743473,4/28/16 4:30,FALSE,clixsense,0.3366,35399280,IND,25,Chennai,199.224.150.18,6,6,3,4,,,25-30,4,4,,,4,4,,,6,6,6,6,6,6,6,6,5,4,,,Men,6,6,6,6,4,4,,,6,6,India,South Asian,Female,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 4:40,1970747466,4/28/16 4:34,FALSE,neodev,0.4857,37360784,IND,2,Hyderabad,124.123.168.255,5,5,,,4,2,25-30,,,3,4,,,4,3,6,6,5,5,6,5,5,6,,,4,4,Women,7,7,5,7,,,3,2,4,5,India,South Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 5:02,1970758603,4/28/16 4:58,FALSE,neodev,0.2977,35602567,TUR,34,Istanbul,85.105.234.144,2,2,1,1,,,31-45,3,3,,,3,3,,,4,5,3,3,6,5,6,5,1,1,,,Men,6,5,5,6,2,2,,,6,5,Turkey,White,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 5:09,1970762026,4/28/16 5:04,FALSE,elite,0.4909,36164509,IND,16,Pune,117.195.112.106,6,4,,,3,1,25-30,,,2,4,,,3,2,4,6,6,3,7,2,7,4,,,3,1,Women,5,7,4,7,,,3,1,6,7,India,South Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 5:11,1970763287,4/28/16 5:03,FALSE,elite,0.5467,35869230,IND,9,Ankleshwar,150.129.204.169,6,5,,,2,2,31-45,,,3,3,,,2,2,6,6,7,6,7,6,7,6,,,3,3,Women,6,6,7,6,,,3,3,7,7,India,South Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 5:18,1970767248,4/28/16 5:08,FALSE,clixsense,0.4739,19938409,IND,25,Coimbatore,117.197.194.15,6,4,,,2,1,61+,,,5,5,,,3,3,6,4,7,5,4,3,4,3,,,1,1,Women,6,5,6,6,,,2,3,5,6,India,South Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 5:19,1970768225,4/28/16 5:17,FALSE,superrewards,0.2979,28396934,USA,CA,San Francisco,162.224.80.153,4,4,3,3,,,18-24,3,3,,,3,3,,,7,7,7,7,7,7,7,7,3,3,,,Men,7,7,3,4,3,3,,,5,6,USA,East Asian,Female,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 5:31,1970775033,4/28/16 5:22,FALSE,neodev,0.3417,35789441,TUR,68,Ankara,212.175.99.79,5,4,3,3,,,31-45,4,5,,,2,2,,,6,5,5,5,5,4,5,4,3,4,,,Men,4,4,3,4,3,3,,,5,6,Turkey,White,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 6:11,1970795876,4/28/16 6:09,FALSE,clixsense,0.5265,33315191,IND,7,Delhi,182.71.1.169,4,5,,,3,4,31-45,,,5,4,,,4,5,4,4,5,4,6,6,7,6,,,4,5,Women,5,4,5,4,,,4,5,5,4,India,East Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617249,4/28/16 6:12,1970796771,4/28/16 6:10,FALSE,prodege,0.292,37109894,USA,CO,Denver,67.6.157.53,5,2,4,2,,,25-30,3,5,,,2,2,,,7,2,6,2,6,5,6,3,3,1,,,Men,4,7,1,6,4,1,,,3,7,USA,White,Female,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://img1.ak.crunchyroll.com/i/spire3/07252008/8/4/2/7/842740d377d320_full.jpg,,
939617252,5/3/16 20:43,1975338916,5/3/16 20:37,FALSE,elite,1,33555619,USA,IL,Chicago,69.175.85.2,7,7,4,4,,,31-45,4,4,,,3,3,,,7,5,5,5,7,7,7,5,5,5,,,Men,7,7,5,5,2,2,,,7,7,USA,Latino/Hispanic,Female,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://pbs.twimg.com/media/Cc963H4UMAAN-NU.jpg,,
939617252,5/3/16 21:12,1975359735,5/3/16 21:10,FALSE,points2shop,0.5,2695532,USA,TX,Sugar Land,73.155.25.237,4,5,,,3,4,18-24,,,3,4,,,4,3,5,5,6,5,6,5,5,5,,,3,3,Women,6,7,4,5,,,4,3,5,7,USA,South Asian,Male,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://pbs.twimg.com/media/Cc963H4UMAAN-NU.jpg,,
939617252,5/3/16 21:55,1975385127,5/3/16 21:54,FALSE,prodege,0.5333,36249024,USA,AZ,Tempe,108.170.8.171,5,5,5,3,,,25-30,2,4,,,4,3,,,3,4,3,6,7,5,6,3,4,3,,,Men,5,6,4,3,3,2,,,3,5,USA,East Asian,Female,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,east_asian,,,,,,,http://pbs.twimg.com/media/Cc963H4UMAAN-NU.jpg,,
